"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"hist_primary"	"hist_secondary"	"match_id"
"SKMES1_LUNG"	"SKMES1"	NA	"eurofins"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"SKMES1"
"SQ1_LUNG"	"SQ1_LUNG"	"Sq-1"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"SQ1"
"SW1271_LUNG"	"SW1271_LUNG"	"SW 1271"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"SW1271"
"SW1271_LUNG"	"SW1271"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"SW1271"
"SW1573_LUNG"	"SW1573_LUNG"	"SW 1573"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"SW1573"
"SW1573_LUNG"	"SW1573"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"SW1573"
"SW1573_LUNG"	"SW1573"	"724878"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"SW1573"
"SW900_LUNG"	"SW900_LUNG"	"SW 900"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"SW900"
"SW900_LUNG"	"SW900"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"SW900"
"SW900_LUNG"	"SW900"	"724879"	"gdsc"	"lung"	"lung_NSCLC_squamous_cell_carcinoma"	NA	"SW900"
"SW900_LUNG"	"SW900"	NA	"eurofins"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"SW900"
"T3M10_LUNG"	"T3M10_LUNG"	"T3M-10"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"T3M10"
"T47D_BREAST"	"T47D_BREAST"	"T-47D"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"T47D"
"T47D_BREAST"	"T47D"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"T47D"
"T47D_BREAST"	"T47D"	"905945"	"gdsc"	"breast"	"breast"	NA	"T47D"
"T47D_BREAST"	"T47D"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"T47D"
"TIG3TD_LUNG"	"TIG3TD_LUNG"	"TIG-3 TD"	"CCLE"	"lung"	"other"	"immortalized_embryonic_fibroblast"	"TIG3TD"
"UACC812_BREAST"	"UACC812_BREAST"	"UACC-812"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"UACC812"
"UACC812_BREAST"	"UACC-812"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"UACC812"
"UACC812_BREAST"	"UACC-812"	"910910"	"gdsc"	"breast"	"breast"	NA	"UACC812"
"UACC893_BREAST"	"UACC893_BREAST"	"UACC-893"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"UACC893"
"UACC893_BREAST"	"UACC-893"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"UACC893"
"UACC893_BREAST"	"UACC-893"	"909778"	"gdsc"	"breast"	"breast"	NA	"UACC893"
"UMC11_LUNG"	"UMC-11"	NA	"cosmic_clp"	"lung"	"carcinoid-endocrine_tumour"	"NS"	"UMC11"
"UMC11_LUNG"	"UMC-11"	"909779"	"gdsc"	"lung"	"lung_NSCLC_carcinoid"	NA	"UMC11"
"VMRCLCD_LUNG"	"VMRCLCD_LUNG"	"VMRC-LCD"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"VMRCLCD"
"VMRCLCD_LUNG"	"VMRC-LCD"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"VMRCLCD"
"VMRCLCP_LUNG"	"VMRCLCP_LUNG"	"VMRC-LCP"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"VMRCLCP"
"YMB1_BREAST"	"YMB1_BREAST"	"YMB-1"	"CCLE"	"breast"	"carcinoma"	"NS"	"YMB1"
"YMB1E_BREAST"	"YMB-1-E"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"YMB1E"
"ZR751_BREAST"	"ZR751_BREAST"	"ZR-75-1"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"ZR751"
"ZR751_BREAST"	"ZR-75-1"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"ZR751"
"ZR7530_BREAST"	"ZR7530_BREAST"	"ZR-75-30"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"ZR7530"
"ZR7530_BREAST"	"ZR-75-30"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"ZR7530"
"ZR7530_BREAST"	"ZR-75-30"	"909907"	"gdsc"	"breast"	"breast"	NA	"ZR7530"
